Platform,meta_score,meta_UserReview,Year,Genre,Publisher,Developer,vg_critic_score,vg_user_score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
PS4,80,8.5,2017.0,Platform,Activision  ,Vicarious Visions  ,,,1.09,2.92,0.07,0.74,4.83
DS,80,8.4,2008.0,Strategy,SouthPeak Interactive  ,Venan Entertainment / Cashmere Productions  ,,,0.12,0.0,,0.01,0.13
X360,80,7.4,2006.0,Racing,THQ  ,Climax Studios  ,8.3,,0.11,0.01,,0.01,0.14
NS,80,8.4,,Adventure,Unknown  ,CyberConnect2  ,,,,,,,
NS,80,7.8,,Action,Unknown  ,Koei Tecmo Games  ,,,,,,,
NS,80,8.3,,Platform,Unknown  ,Flying Oak Games  ,,,,,,,
PS4,80,7.2,2020.0,Puzzle,Pillow Castle  ,Pillow Castle  ,,,,,,,
PS4,80,3.9,2019.0,Role-Playing,Phoenix Labs  ,Phoenix Labs  ,,,,,,,
NS,80,8.6,2019.0,Action-Adventure,Capcom  ,Capcom  ,,,,,,,
XOne,80,7.6,2019.0,Action-Adventure,Konami  ,Konami  ,,,,,,,
NS,80,8.1,2019.0,Action-Adventure,Applava  ,Applava  ,,,,,,,
XOne,80,8.0,2018.0,Strategy,Funcom   ,The Bearded Ladies  ,,,,,,,
NS,80,8.6,2018.0,Platform,Capcom  ,Capcom  ,8.0,,0.29,,0.03,0.03,0.36
3DS,80,7.8,2017.0,Simulation,Nintendo  ,syn Sophia  ,8.5,,,0.29,0.14,0.02,0.45
PC,80,8.1,2017.0,Role-Playing,Xseed Games  ,Nihon Falcom Corporation  ,,,,,,,
PC,80,7.4,2016.0,Shooter,2K Games  ,"Blind Squirrel Digital, Inc  ",,,,,,,
PC,80,7.8,2016.0,Adventure,Amanita Design  ,Amanita Design  ,,,,,,,
Wii,80,7.5,2009.0,Sports,Nintendo  ,Nintendo EAD  ,8.0,,9.01,8.51,2.53,1.76,21.81
X360,80,7.9,2007.0,Action,LucasArts  ,Traveller's Tales  ,,,1.53,0.83,,0.24,2.59
XB,80,6.8,2004.0,Misc,Konami  ,Secret Level  ,,,0.06,0.02,,0.0,0.09
GBA,80,8.5,2003.0,Misc,Telegames  ,Cosmigo  ,,,0.06,0.02,,0.0,0.08
GBA,80,7.4,2002.0,Action,Disney Interactive Studios  ,Digital Eclipse  ,8.0,,0.77,0.29,,0.02,1.08
PC,80,7.4,2002.0,Sports,EA Sports  ,EA Canada  ,,,,,,,
PC,80,7.6,2001.0,Role-Playing,Microsoft  ,Turbine Inc.  ,,,,,,,
PS,80,8.3,2001.0,Sports,Activision  ,Shaba Games  ,,,0.3,0.2,,0.04,0.54
PS3,80,7.0,2008.0,Racing,Sony Computer Entertainment  ,Polyphony Digital  ,8.3,,1.28,1.83,0.57,0.52,4.2
XB,80,8.3,2005.0,Racing,THQ  ,Rainbow Studios  ,,,0.32,0.07,,0.01,0.4
PS3,80,6.1,2013.0,Sports,EA Sports  ,EA Canada  ,,,0.28,0.19,,0.1,0.57
X360,80,6.6,2010.0,Role-Playing,Microsoft Game Studios  ,Lionhead Studios  ,7.8,,3.59,1.09,0.05,0.37,5.1
PC,80,5.0,2020.0,Shooter,Riot Games  ,Riot Games  ,,,,,,,
PSV,80,8.7,2014.0,Adventure,NIS America  ,Spike Chunsoft  ,,,0.09,0.06,0.15,0.05,0.34
X360,80,6.6,2012.0,Misc,Activision  ,Toys for Bob  ,,,0.76,0.44,,0.12,1.32
Wii,80,6.2,2010.0,Shooter,Activision  ,Treyarch  ,7.5,,0.8,0.46,,0.12,1.37
XOne,80,8.4,2015.0,Platform,Capcom  ,Digital Eclipse Software  ,,,0.0,,,0.0,0.0
PC,80,7.5,2005.0,Strategy,Atari  ,Liquid Entertainment  ,,,,,,,
NS,80,8.2,,Simulation,Unknown  ,11 bit studios  ,,,,,,,
PC,80,7.7,,Strategy,Unknown  ,Shiro Games  ,,,,,,,
NS,80,8.5,2020.0,Puzzle,Sega  ,Sega  ,,,,,,,
PC,80,7.3,2020.0,Party,Devolver Digital  ,Mediatonic  ,,,,,,,
PS4,80,7.8,2016.0,Role-Playing,Rebellion Games  ,Rebellion Games  ,,,,,0.01,,0.01
PS4,80,8.1,2017.0,Action-Adventure,Sony Interactive Entertainment  ,SIE Japan Studio  ,,,0.13,0.05,0.13,0.04,0.35
NS,80,7.6,,Action,Unknown  ,Infinite State Games  ,,,,,,,
PC,80,6.9,2014.0,Shooter,Ubisoft  ,Ubisoft Montreal  ,8.5,,0.19,0.41,,0.05,0.65
PSP,80,8.2,2007.0,Platform,Konami  ,Konami  ,8.0,,0.22,0.09,0.04,0.07,0.42
PS4,80,5.2,2018.0,Sports,EA Sports  ,EA Canada  ,,,0.26,0.09,,0.08,0.43
PC,80,9.0,2005.0,Shooter,Valve Software  ,Valve Software  ,,,,,,,
PC,80,6.8,2006.0,Shooter,Electronic Arts  ,Digital Illusions CE  ,,,,0.02,,0.0,0.03
WiiU,80,6.2,2012.0,Misc,Activision  ,Unknown  ,,,0.23,0.13,,0.04,0.39
DS,80,7.9,2009.0,Misc,Warner Bros. Interactive  ,TT Games / Harmonix Music Systems  ,8.4,,0.32,0.09,,0.04,0.45
Wii,80,8.4,2009.0,Platform,Majesco  ,WayForward Technologies  ,7.9,,0.18,0.01,,0.02,0.21
PC,80,3.4,2011.0,Shooter,Wargaming.net  ,Wargaming.net  ,7.8,,,0.23,,0.05,0.28
PC,80,8.9,2004.0,Role-Playing,Activision  ,Troika Games  ,,,,,,,
PS4,80,6.2,2020.0,Puzzle,Sega  ,Sega  ,,,,,,,
PC,80,8.8,,Puzzle,Unknown  ,Little Cat Feet  ,,,,,,,
PS2,80,8.7,2004.0,Racing,THQ  ,Rainbow Studios  ,,,0.94,0.73,,0.25,1.92
XB,80,6.8,2002.0,Sports,Activision  ,Treyarch  ,,,0.08,0.02,,0.0,0.1
DC,80,8.7,2002.0,Sports,Sega  ,Treyarch  ,8.1,,,,,,
DC,80,8.4,2001.0,Action,Activision  ,Treyarch  ,8.4,,,,,,
N64,80,8.1,1996.0,Simulation,Nintendo  ,Paradigm Entertainment  ,,,0.56,0.24,0.3,0.02,1.12
PC,80,7.7,2011.0,Strategy,THQ  ,Relic Entertainment  ,7.9,,,0.06,,0.02,0.08
NS,80,8.0,2021.0,Action,Capcom  ,Capcom  ,,,,,,,
XOne,80,6.0,2015.0,Sports,EA Sports  ,EA Canada  ,,,0.41,0.05,,0.05,0.51
PS3,80,6.8,2010.0,Action,Capcom  ,Blue Castle Games  ,8.1,,0.43,0.57,0.15,0.22,1.37
NS,80,7.0,2020.0,Music,NCSoft  ,Harmonix Music Systems  ,,,,,,,
XOne,80,7.9,2019.0,Action,Big Sugar  ,Steel Mantis  ,,,,,,,
PC,80,7.3,2016.0,Misc,@unepic_fran  ,@unepic_fran  ,,,,,,,
X360,80,7.0,2007.0,Sports,Sega  ,Sumo Digital  ,,,0.03,0.01,,0.0,0.04
PS3,80,6.8,2011.0,Sports,Konami  ,Konami  ,7.5,,0.34,0.97,0.55,0.32,2.19
GBA,80,8.6,2004.0,Platform,Nintendo  ,Rare Ltd.  ,7.6,,0.79,0.27,0.12,0.04,1.23
X360,80,5.8,2013.0,Misc,Take-Two Interactive  ,Unknown  ,,,,,,,
PSP,80,7.7,2005.0,Sports,EA Sports  ,EA Canada  ,8.1,,0.39,0.0,,0.03,0.42
PS4,80,8.6,2019.0,Role-Playing,Xseed Games  ,Nihon Falcom Corporation  ,,,,,,,
PC,80,8.0,2019.0,Action-Adventure,Sega  ,Sega  ,,,,,,,
PC,80,7.6,2011.0,Strategy,Slitherine  ,Flashback Games  ,,,,,,,
PS3,80,7.9,2007.0,Sports,Sega  ,Sega-AM3  ,,,0.23,0.58,0.03,0.21,1.05
Wii,80,8.0,2006.0,Simulation,Atlus  ,Atlus Co.  ,8.2,,0.28,0.01,0.03,0.03,0.34
PS4,80,7.8,,Adventure,Unknown  ,Double Fine Productions  ,,,,,,,
PS2,80,8.4,2005.0,Shooter,Electronic Arts  ,Digital Illusions  ,7.6,,0.37,0.01,,0.06,0.44
PS3,80,8.2,2013.0,Role-Playing,Capcom  ,Capcom  ,,,,,,,
PC,80,7.8,2017.0,Strategy,Pocketwatch Games  ,Pocketwatch Games  ,,,,,,,
PS2,80,7.8,2005.0,Sports,EA Sports  ,EA Canada  ,8.4,,0.78,2.55,0.04,0.84,4.21
PS4,80,2.0,2018.0,Sports,EA Sports  ,EA Tiburon  ,,,1.63,0.18,,0.41,2.21
PC,80,8.0,2009.0,Strategy,Aspyr  ,Best Way  ,9.0,,0.01,0.02,,0.0,0.03
NS,80,7.9,2017.0,Adventure,FDG Entertainment  ,Castle Pixel  ,,10.0,,,,,
PS2,80,7.8,2005.0,Sports,EA Sports BIG   ,EA Canada  ,,,0.25,0.2,,0.07,0.52
PS3,80,6.9,2006.0,Shooter,Activision  ,Treyarch  ,7.7,,0.6,0.63,0.03,0.26,1.51
NS,80,8.5,2021.0,Role-Playing,Koei Tecmo  ,Gust  ,,,,,,,
XOne,80,7.1,,Action-Adventure,Unknown  ,Acid Wizard Studio  ,,,,,,,
XOne,80,7.7,2017.0,Role-Playing,Capcom  ,Capcom  ,,,0.04,,,0.0,0.04
PSV,80,7.3,2017.0,Adventure,NIS America  ,Spike Chunsoft  ,,,0.02,0.01,0.13,0.01,0.18
PS3,80,8.0,2013.0,Action,Konami Digital Entertainment  ,PlatinumGames  ,9.0,,0.47,0.41,0.44,0.18,1.5
PC,80,7.5,2009.0,Adventure,Telltale Games  ,Telltale Games  ,,,,,,,
XB,80,6.6,2003.0,Sports,Sega  ,Visual Concepts  ,,,,,,,
PS2,80,8.8,2003.0,Fighting,Sony Computer Entertainment  ,Incognito Entertainment  ,,,0.26,0.2,,0.07,0.54
PS,80,8.0,2000.0,Action,Titus  ,Polygon Magic  ,,,0.04,0.03,,0.01,0.08
PC,80,8.3,1996.0,Action,Activision  ,Adeline Software  ,,,,,,,
X360,80,7.8,2007.0,Sports,Electronic Arts  ,EA Tiburon  ,,,0.49,0.02,,0.04,0.54
X360,80,8.3,2013.0,Shooter,Deep Silver  ,4a-games  ,,,0.17,0.15,0.0,0.03,0.35
PSP,80,6.6,2009.0,Fighting,Namco Bandai  ,Project Soul  ,8.0,,0.12,0.2,0.07,0.12,0.51
PC,80,6.5,2019.0,Role-Playing,Square Enix  ,Square Enix  ,,,,,,,
DS,80,7.7,2010.0,Role-Playing,Natsume  ,Neverland Company  ,7.8,,0.11,,0.03,0.01,0.16
XB,80,8.5,2003.0,Sports,Microsoft Game Studios  ,Indie Built  ,,,0.21,0.06,,0.01,0.29
PSV,80,7.8,2012.0,Fighting,Capcom  ,Capcom  ,,,0.17,0.09,,0.05,0.31
PS4,80,7.2,,Adventure,Unknown  ,Zoink Games  ,,,,,,,
NS,80,6.2,2020.0,Adventure,Annapurna Interactive  ,Sam Barlow  ,,,,,,,
PC,80,5.0,2017.0,Simulation,Electronic Arts  ,Maxis  ,,,,0.2,,0.01,0.21
PC,80,7.3,2009.0,Strategy,Stardock  ,Ironclad Games  ,,,,,,,
Wii,80,8.3,2008.0,Sports,Electronic Arts  ,EA Canada  ,,,0.28,0.52,0.0,0.09,0.89
DS,80,8.3,2008.0,Strategy,THQ  ,5TH Cell  ,,,0.08,0.0,0.0,0.01,0.09
Wii,80,8.5,2012.0,Role-Playing,Xseed Games  ,Mistwalker Corporation / AQ Interactive  ,,,0.31,0.13,0.18,0.05,0.68
NS,80,8.2,2021.0,Platform,Activision  ,Toys for Bob  ,,,,,,,
PC,80,7.3,2012.0,Racing,Codemasters  ,Codemasters Birmingham  ,8.8,,0.01,0.11,,0.01,0.14
PS4,80,6.9,2019.0,Simulation,Panic  ,House House  ,,,,,,,
PC,80,6.5,2017.0,Action,Messhof  ,Messhof  ,,,,,,,
XOne,80,7.4,2016.0,Puzzle,Square Enix  ,Bulkhead Interactive  ,,,,,,,
PC,80,6.6,,Sports,Unknown  ,Velan Studios  ,,,,,,,
XOne,80,8.2,2019.0,Role-Playing,Square Enix  ,Square Enix  ,,,,,,,
WiiU,80,8.3,2013.0,Action,Nintendo  ,TT Fusion  ,7.5,,0.5,0.52,0.13,0.09,1.24
PS4,80,7.9,2018.0,Role-Playing,Atlus  ,Vanillaware  ,,,0.1,,,0.02,0.12
PS4,80,7.9,2018.0,Role-Playing,Atlus  ,Vanillaware  ,,,,0.03,0.03,0.0,0.07
NS,80,8.4,,Action-Adventure,Unknown  ,Elden Pixels  ,,,,,,,
XOne,80,8.4,2019.0,Role-Playing,11 bit studios  ,Dead Mage Studio  ,,,,,,,
XOne,80,7.0,,Shooter,Unknown  ,Gearbox Software  ,,,,,,,
X360,80,7.8,2012.0,Role-Playing,Electronic Arts  ,38 Studios  ,,,0.55,0.24,0.01,0.07,0.87
PC,80,7.6,2006.0,Shooter,Ubisoft  ,GRIN  ,,,,0.0,,0.0,0.0
Wii,80,6.3,2008.0,Misc,MTV Games  ,Harmonix Music Systems  ,8.2,,1.33,0.56,,0.2,2.08
PC,80,7.9,2008.0,Adventure,Warner Bros. Interactive  ,Traveller's Tales  ,7.4,,0.04,0.03,,0.01,0.09
PC,80,8.1,2019.0,Puzzle,Sega  ,Atlus  ,,,,,,,
DS,80,8.1,2008.0,Adventure,LucasArts  ,Traveller's Tales  ,,,1.4,0.6,,0.21,2.2
PSP,80,8.7,2006.0,Role-Playing,Square Enix  ,tri-Ace  ,8.1,,0.17,0.01,0.16,0.02,0.36
PS2,80,8.2,2007.0,Sports,2K Sports  ,PawaPuro Production  ,,,,,0.11,,0.11
3DS,80,8.6,2014.0,Platform,Nintendo  ,HAL Laboratory  ,7.8,,0.74,0.39,0.8,0.11,2.05
PC,80,7.6,2012.0,Puzzle,Double Fine Productions  ,Double Fine Productions  ,,,,,,,
PS3,80,7.7,2007.0,Shooter,2K Games  ,Starbreeze  ,,,0.2,0.34,,0.12,0.66
PS3,80,8.2,2011.0,Misc,Ubisoft  ,Ubisoft  ,8.0,,0.53,0.38,0.09,0.13,1.13
NS,80,7.3,,Adventure,Unknown  ,Studio Seufz  ,,,,,,,
PC,80,6.1,2020.0,Platform,WayForward  ,WayForward  ,,,,,,,
PC,80,8.8,2009.0,Role-Playing,Falcom Corporation  ,Nihon Falcom Corporation  ,,,,,,,
PC,80,8.8,2015.0,Role-Playing,Xseed Games  ,Nihon Falcom Corporation  ,,,,,,,
PC,80,7.5,2011.0,Action,Ubisoft  ,Ubisoft Montreal  ,,,0.16,0.49,,0.11,0.76
PS4,80,6.2,2015.0,Music,Activision  ,FreeStyleGames  ,,,0.52,0.49,,0.2,1.21
XOne,80,6.9,2016.0,Shooter,Ubisoft  ,Massive Entertainment  ,,,1.54,0.82,,0.24,2.59
PC,80,5.6,2013.0,Adventure,Twisted Tree  ,Ed Key and David Kanaga   ,8.0,,,,,,
PSP,80,8.2,2010.0,Sports,Sony Computer Entertainment  ,Clap Hanz  ,8.0,,0.08,0.0,0.13,0.02,0.23
NS,80,8.3,,Action,Unknown  ,Le Cartel Studio  ,,,,,,,
PS2,80,8.1,2004.0,Shooter,Eidos Interactive  ,IO Interactive  ,,,0.39,0.31,,0.1,0.8
GBA,80,8.8,2003.0,Racing,Blizzard Entertainment  ,Mass Media  ,,,0.03,0.01,,0.0,0.05
XB,80,7.2,2003.0,Racing,Codemasters  ,Codemasters  ,,,0.03,0.01,,0.0,0.04
PC,80,7.2,2002.0,Shooter,Activision  ,Raven Software  ,,,,,,,
GBA,80,7.8,2002.0,Sports,THQ  ,Smilebit  ,8.3,,0.1,0.04,,0.0,0.13
PS2,80,8.5,2001.0,Shooter,Rockstar Games  ,Remedy Entertainment  ,8.1,,1.99,1.05,0.05,0.22,3.31
XB,80,8.7,2001.0,Platform,Microsoft  ,Oddworld Inhabitants  ,,,0.54,0.16,,0.03,0.73
PC,80,8.7,2000.0,Strategy,Atari  ,Chris Sawyer  ,8.2,,,,,,
XOne,80,6.2,2014.0,Sports,EA Sports  ,EA Tiburon  ,,,1.34,0.1,,0.17,1.6
PSP,80,8.5,2010.0,Role-Playing,Xseed Games  ,Nihon Falcom Corporation  ,8.2,,0.09,,0.04,0.01,0.15
PC,80,7.6,2010.0,Puzzle,Two Tribes  ,Two Tribes  ,,,,,,,
PSP,80,7.8,2009.0,Misc,Rockstar Games  ,Rockstar Leeds  ,7.9,,0.07,0.02,,0.02,0.11
PC,80,7.6,2017.0,Role-Playing,Xseed Games  ,Nihon Falcom Corporation  ,,,,,,,
PSP,80,8.1,2010.0,Role-Playing,Xseed Games  ,Game Arts  ,7.9,,0.19,,0.03,0.02,0.24
PS4,80,8.7,2019.0,Adventure,Spike Chunsoft  ,Spike Chunsoft  ,,,,,,,
PC,80,7.7,2006.0,Shooter,Naked Sky Entertainment  ,Naked Sky Entertainment  ,7.5,,,,,,
PS5,80,7.9,2021.0,Action,Bandai Namco Entertainment  ,Bandai Namco Games  ,,,,,,,
PC,80,7.4,2021.0,Role-Playing,Square Enix  ,Toylogic  ,,,,,,,
XOne,80,9.6,2020.0,Puzzle,Pillow Castle  ,Pillow Castle  ,,,,,,,
PC,80,6.3,2018.0,Sports,Konami  ,Konami  ,,,,,,,
PC,80,6.2,2014.0,Simulation,Sega  ,Sports Interactive  ,,,,0.44,,0.03,0.47
PC,80,8.8,2006.0,Racing,Ascaron Entertainment GmbH  ,Nadeo  ,,,,,,,
PC,80,8.1,2004.0,Action,Encore  ,Surreal Software  ,,,,0.0,,0.0,0.0
PSP,80,7.9,2005.0,Sports,Sony Computer Entertainment  ,989 Sports  ,8.0,,0.23,,,0.02,0.24
X360,80,4.2,2013.0,Sports,Konami Digital Entertainment  ,Konami  ,7.9,,0.08,0.16,,0.02,0.25
PS4,80,7.0,2016.0,Shooter,Ubisoft  ,Massive Entertainment  ,,,1.49,2.04,0.16,0.69,4.37
PSV,80,8.0,2013.0,Fighting,Tecmo Koei  ,Team Ninja  ,8.0,,,0.06,0.03,0.02,0.1
PC,80,7.0,2004.0,Platform,GarageGames  ,Chronic Logic  ,8.2,,,,,,
PC,80,7.7,2015.0,Action,Thomas Happ Games  ,Thomas Happ Games  ,,,,,,,
DS,80,6.4,2007.0,Action,LucasArts  ,Traveller's Tales  ,7.8,,2.83,1.49,,0.45,4.77
X360,80,7.7,2009.0,Sports,EA Sports  ,EA Canada  ,,,0.4,0.02,,0.03,0.45
XB,80,8.2,2005.0,Shooter,Electronic Arts  ,Digtal Illusions  ,7.5,,0.39,0.15,,0.02,0.56
PC,80,7.2,2011.0,Racing,Ubisoft  ,Ubisoft Reflections  ,8.3,,0.06,0.1,,0.03,0.19
Wii,80,8.1,2007.0,Shooter,Sierra Entertainment  ,Kuju Entertainment  ,8.0,,0.11,0.0,,0.01,0.12
Wii,80,7.7,2008.0,Sports,Nintendo  ,Nintendo EAD  ,7.9,,8.92,8.03,3.6,2.15,22.7
3DS,80,8.2,2015.0,Misc,Sega  ,Sega  ,7.5,,0.2,0.04,0.11,0.03,0.38
PS4,80,7.6,2015.0,Strategy,Tecmo Koei  ,Koei  ,,,0.04,,,0.01,0.05
PC,80,6.8,2001.0,Strategy,Take-Two Interactive  ,Stardock  ,8.3,,,,,,
PC,80,6.9,,Role-Playing,Unknown  ,Iron Galaxy Studios  ,,,,,,,
PS3,80,8.5,2009.0,Misc,Sega  ,Backbone Entertainment  ,8.1,,1.39,0.64,,0.33,2.36
XOne,80,7.0,2017.0,Simulation,Frontier Developments  ,Frontier Developments  ,,,0.07,,,0.01,0.08
NS,80,7.4,2019.0,Action-Adventure,Ninja Theory  ,Ninja Theory  ,,,,,,,
PS4,80,tbd,,Shooter,Unknown  ,Qute Corporation  ,,,,,,,
PC,80,7.8,2018.0,Adventure,Mixtvision  ,Okomotive  ,,,,,,,
XB,80,6.7,2004.0,Sports,EA Sports  ,EA Canada  ,,,0.21,0.06,,0.01,0.28
PC,80,8.1,2003.0,Strategy,Strategy First  ,Strategy First  ,,,,,,,
XB,80,7.7,2003.0,Sports,Microsoft Game Studios  ,Indie Built  ,,,0.2,0.04,,0.01,0.25
PS2,80,8.7,2003.0,Fighting,EA Sports BIG   ,Aki Corporation  ,,,0.95,0.74,,0.25,1.94
XB,80,8.3,2003.0,Fighting,Capcom  ,Capcom  ,,,0.08,0.02,,0.0,0.1
PC,80,7.8,2001.0,Strategy,Microsoft  ,FASA Interactive  ,,,,,,,
PS2,80,8.0,2001.0,Role-Playing,Sony Computer Entertainment  ,Level 5  ,8.2,,0.83,0.44,0.08,0.19,1.54
DC,80,8.1,2000.0,Racing,Acclaim Entertainment  ,Clockwork Games  ,,,,,,,
PC,80,6.7,2000.0,Strategy,Mattel Interactive  ,Mattel Interactive  ,,,,,,,
PC,80,8.3,1996.0,Adventure,Virgin Interactive  ,Revolution Software Ltd.  ,,,,,,,
PS4,80,8.1,2016.0,Action-Adventure,Sony Computer Entertainment  ,Bluepoint Games  ,7.9,,0.02,0.06,0.05,0.02,0.16
PS4,80,8.1,2016.0,Action-Adventure,Sony Computer Entertainment Europe  ,Bluepoint Games  ,,,,0.02,,0.0,0.02
PC,80,8.7,2010.0,Shooter,Viva Media  ,GSC Game World  ,8.0,,0.0,0.05,,0.01,0.06
NS,80,6.9,2020.0,Action-Adventure,Nintendo  ,Intelligent Systems  ,,9.0,,,,,
XB,80,tbd,2005.0,Misc,Konami  ,Harmonix Music Systems  ,,,0.05,0.01,,0.0,0.07
PC,80,7.4,2015.0,Strategy,Sega  ,Creative Assembly  ,,,0.11,0.14,,0.02,0.26
NS,80,7.9,2018.0,Role-Playing,THQ Nordic  ,Airship Syndicate  ,8.5,,0.03,0.01,,0.0,0.05
PS4,80,7.8,2019.0,Action-Adventure,Crunching Koalas  ,Acid Wizard Studio  ,,,,,,,
PC,80,8.8,,Adventure,Unknown  ,Telltale Games  ,,,,,,,
GBA,80,8.8,2004.0,Platform,Nintendo  ,Flagship  ,7.9,,0.8,0.05,0.76,0.03,1.64
X360,80,6.1,2011.0,Sports,EA Sports  ,EA Tiburon  ,,,0.4,0.16,,0.05,0.62
PS3,80,7.2,2007.0,Action,LucasArts  ,Traveller's Tales  ,8.0,,1.02,0.93,,0.36,2.31
X360,80,8.0,2008.0,Action,Ubisoft  ,Ubisoft Montreal  ,7.6,,0.24,0.28,,0.06,0.59
PC,80,3.4,2020.0,Shooter,Activision  ,Infinity Ward  ,,,,,,,
NS,80,8.4,2018.0,Misc,Sega  ,Sega  ,,,0.1,0.06,,0.02,0.18
PC,80,7.5,2005.0,Adventure,Her Interactive  ,Her Interactive  ,,,,,,,
NS,80,8.0,2017.0,Platform,Nicalis  ,Nicalis  ,,,,,,,
PSP,80,8.0,2007.0,Strategy,THQ  ,Team17 Software / Two Tribes  ,8.1,,0.04,0.27,,0.14,0.45
WiiU,80,7.8,2013.0,Shooter,Capcom  ,Capcom  ,7.5,,0.09,0.08,0.03,0.02,0.22
PS4,80,6.9,2019.0,Music,Wired Productions  ,Wired Productions  ,,,,,,,
XOne,80,4.4,2017.0,Shooter,Activision  ,Sledgehammer Games  ,,,3.75,1.91,,0.57,6.23
PS3,80,6.9,2013.0,Misc,DECK13 Interactive GmbH  ,Mike Bithell Games  ,,,,,,,
WiiU,80,8.0,2014.0,Puzzle,Nintendo  ,Intelligent Systems  ,,,,,,,
PS4,80,7.3,,Sports,Unknown  ,Velan Studios  ,,,,,,,
PS3,80,8.0,2010.0,Sports,EA Sports  ,EA Black Box  ,,,0.79,0.93,,0.32,2.03
PS3,80,7.6,2010.0,Action,Namco Bandai  ,Ninja Theory  ,7.9,,0.24,0.23,0.01,0.08,0.56
X360,80,8.6,2007.0,Racing,Empire Interactive  ,Bugbear Entertainment  ,,,0.07,0.03,,0.01,0.11
PS4,80,7.7,2021.0,Action,Bandai Namco Entertainment  ,Bandai Namco Games  ,,,,,,,
PS4,80,8.3,2019.0,Role-Playing,11 bit studios  ,Dead Mage Studio  ,,,,,,,
XOne,80,1.5,2019.0,Sports,2K Sports  ,Visual Concepts  ,,,,,,,
PS4,80,8.5,2019.0,Action-Adventure,Sega  ,Sega  ,,,,,0.22,,0.22
NS,80,7.9,2018.0,Adventure,Bloober Team S.A.  ,Bloober Team  ,,,,,,,
PS4,80,6.9,2017.0,Adventure,Rising Star Games  ,Chime  ,,,0.02,,,0.0,0.03
PC,80,6.6,2018.0,Role-Playing,Namco Bandai Games  ,Namco Bandai Games  ,,,,,,,
WiiU,80,7.5,2015.0,Action,Frogmind  ,Frogmind  ,,,,,,,
PS4,80,7.0,2016.0,Shooter,Soedesco  ,Milkstone Studios  ,,,,0.01,,0.0,0.01
PC,80,7.3,2006.0,Simulation,Microsoft Game Studios  ,ACES Studio/Microsoft Game Studios  ,,,0.02,0.41,,0.04,0.47
PC,80,7.6,2005.0,Adventure,Ubisoft  ,Cyan Worlds  ,,,,0.0,,0.0,0.0
PC,80,7.7,2003.0,Strategy,Gathering of Developers  ,PopTop Software  ,8.8,,,0.03,,0.0,0.03
XB,80,8.7,2003.0,Action,Sega  ,From Software  ,,,0.08,0.02,0.03,0.0,0.13
XB,80,8.3,2002.0,Sports,Sega  ,Black Box Games  ,,,0.04,0.01,,0.0,0.05
PS2,80,8.3,2002.0,Racing,Infogrames  ,Ratbag  ,,,0.23,0.18,,0.06,0.48
DC,80,8.6,2001.0,Role-Playing,Sega  ,Sonic Team  ,8.3,,,,0.19,0.0,0.19
PC,80,7.7,2001.0,Strategy,Interplay  ,Rage Software  ,,,,,,,
PS2,80,7.9,2001.0,Racing,Acclaim Entertainment  ,Hitmaker  ,8.2,,1.13,1.12,0.06,0.22,2.52
XOne,79,6.0,2013.0,Racing,Microsoft Studios  ,Turn 10 Studios  ,,,1.28,0.9,0.01,0.21,2.4
X360,79,7.2,2012.0,Action,Square Enix  ,IO Interactive  ,,,0.68,0.88,0.01,0.13,1.7
X360,79,7.0,2008.0,Fighting,THQ  ,Yuke's Media Creations  ,7.8,,0.58,0.26,,0.08,0.92
PS4,79,5.8,2016.0,Platform,Activision  ,Toys for Bob  ,,,0.18,0.18,,0.07,0.43
PC,79,7.2,2005.0,Strategy,VU Games  ,Mad Doc Software  ,8.0,,,0.03,,0.0,0.03
PS4,79,7.4,2017.0,Platform,Sony Interactive Entertainment  ,SIE Japan Studio  ,,,,,,,
PC,79,7.1,2012.0,Action,Square Enix  ,IO Interactive  ,9.0,,0.03,0.18,,0.01,0.22
PS4,79,8.0,2014.0,Shooter,Bethesda Softworks  ,MachineGames  ,,,0.48,0.84,0.03,0.25,1.61
PC,79,7.6,2009.0,Role-Playing,Bethesda Softworks  ,Bethesda Softworks  ,8.0,,,,,,
PC,79,7.6,2021.0,Action,Bandai Namco Entertainment  ,Bandai Namco Games  ,,,,,,,
PC,79,8.1,2007.0,Racing,Atari  ,Eden Studios  ,7.8,,,0.02,,0.0,0.02
PS3,79,8.2,2010.0,Adventure,Sega  ,Sega  ,7.9,,0.21,0.21,0.62,0.08,1.12
PS4,79,5.8,2020.0,Adventure,Annapurna Interactive  ,Sam Barlow  ,,,,,,,
NS,79,7.1,2017.0,Board Game,Ripstone  ,Ripstone  ,,,,,,,
X360,79,7.9,2005.0,Adventure,Microsoft Game Studios  ,Rare Ltd.  ,7.7,,0.28,0.03,0.0,0.03,0.34
PSV,79,7.2,2012.0,Misc,EA Sports  ,EA Canada  ,,,0.16,0.35,0.02,0.09,0.63
Wii,79,8.6,2010.0,Sports,EA Sports  ,EA Canada  ,8.0,,0.36,0.02,,0.02,0.41
X360,79,8.2,2011.0,Fighting,Atlus  ,SNK Playmore Corporation  ,,,0.23,0.07,0.01,0.03,0.33
PS4,79,7.6,2019.0,Action-Adventure,Electronic Arts  ,Respawn Entertainment  ,,,,,,,
