Platform,meta_score,meta_UserReview,Year,Genre,Publisher,Developer,vg_critic_score,vg_user_score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Total_Sales
DS,82.0,8.1,2005,Platform,Sega  ,Dimps Corporation  ,7.8,,1.21,1.56,0.06,0.29,3.13,6.25
PS4,82.0,8.2,2018,Platform,Activision  ,Toys for Bob  ,,,0.75,1.07,0.0,0.35,2.17,4.34
XB,82.0,7.2,2004,Action,Eidos Interactive  ,Unknown  ,,,0.13,0.04,0.0,0.01,0.17,0.35000000000000003
Wii,82.0,8.1,2008,Misc,Crave Entertainment  ,FarSight Studios  ,,,0.42,0.03,0.0,0.04,0.48,0.97
PC,82.0,6.6,2005,Sports,Sega  ,Sports Interactive  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,82.0,8.1,2012,Role-Playing,Almost Human  ,Almost Human Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
XOne,82.0,7.2,2019,Racing,Deep Silver  ,Codemasters  ,,,0.0,0.0,0.0,0.0,0.0,0.0
NS,82.0,8.4,2020,Shooter,Take-Two Interactive  ,Gearbox Software  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS4,82.0,7.2,2019,Adventure,505 Games  ,Remedy  ,,,0.0,0.0,0.0,0.0,0.0,0.0
XB,82.0,7.4,2005,Sports,2K Sports  ,Visual Concepts  ,8.3,,0.07,0.02,0.0,0.0,0.1,0.19
PC,82.0,7.7,2013,Misc,Unknown  ,Unknown  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS4,82.0,7.2,2017,Action,Bethesda Softworks  ,Arkane Studios  ,,,0.1,0.18,0.0,0.05,0.33,0.66
PS4,82.0,8.1,2020,Action,DotEmu  ,Lizardcube  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS4,82.0,7.1,2020,Simulation,Sega  ,Two Point Studio  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,82.0,7.7,2011,Shooter,Electronic Arts  ,People Can Fly  ,8.7,,0.07,0.08,0.0,0.02,0.16,0.33
X360,82.0,6.6,2006,Shooter,Activision  ,Treyarch  ,8.0,8.4,1.49,0.92,0.02,0.27,2.7,5.4
PS3,82.0,6.6,2013,Misc,Codemasters  ,Unknown  ,,,0.07,0.25,0.01,0.06,0.38,0.77
XOne,82.0,7.0,2017,Sports,Konami Digital Entertainment  ,Konami Digital Entertainment  ,,,0.06,0.05,0.0,0.01,0.12,0.24
PSP,82.0,8.2,2009,Fighting,Namco Bandai  ,Namco Bandai Games  ,8.2,,0.15,0.04,0.1,0.03,0.32,0.6400000000000001
Wii,82.0,8.4,2008,Racing,Nintendo  ,Nintendo EAD  ,8.2,9.1,15.91,12.92,3.8,3.35,35.98,71.96
PS3,82.0,5.9,2007,Sports,2K Sports  ,Visual Concepts  ,,,0.13,0.0,0.0,0.01,0.14,0.28
PS4,82.0,8.2,2019,Platform,Devolver Digital  ,Nomada Studio  ,,,0.0,0.0,0.0,0.0,0.0,0.0
X360,82.0,8.1,2010,Racing,Disney Interactive Studios  ,Black Rock Studio  ,8.4,,0.32,0.23,0.0,0.06,0.6,1.21
PC,82.0,7.6,2013,Role-Playing,QCF Design  ,QCF Design  ,8.5,,0.0,0.0,0.0,0.0,0.0,0.0
PS4,82.0,7.6,2016,Shooter,Devolver Digital  ,Dodge Roll  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,82.0,7.7,2011,Role-Playing,Bethesda Softworks  ,Obsidian Entertainment  ,8.7,,0.0,0.0,0.0,0.0,0.0,0.0
PS3,82.0,8.4,2013,Role-Playing,Atlus  ,Vanillaware  ,,,0.27,0.04,0.17,0.02,0.5,1.0
PS2,82.0,8.5,2006,Misc,Sega  ,Digital Eclipse  ,,,0.0,0.02,0.0,0.12,0.14,0.28
PC,82.0,8.7,2012,Strategy,Paradox Interactive   ,Paradox Interactive  ,,,0.0,0.0,0.0,0.0,0.0,0.0
WiiU,82.0,7.9,2015,Misc,Nintendo  ,Headstrong Games  ,,,0.0,0.0,0.02,0.0,0.02,0.04
XOne,82.0,6.2,2014,Sports,2K Sports  ,Visual Concepts  ,,,1.39,0.18,0.0,0.18,1.74,3.4899999999999998
PC,82.0,7.5,2004,Sports,Electronic Arts  ,EA Sports  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,82.0,8.3,2002,Simulation,JoWood Productions  ,4HEAD Studios  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS2,82.0,8.0,2002,Racing,Atari  ,Eden Studios  ,,,0.03,0.02,0.0,0.01,0.06,0.12
GBA,82.0,7.7,2002,Racing,Atari  ,Velez & Dubail  ,,,0.03,0.01,0.0,0.0,0.05,0.09
PC,82.0,8.5,2001,Strategy,Ubisoft  ,Liquid Entertainment  ,8.7,,0.0,0.0,0.0,0.0,0.0,0.0
PC,82.0,7.7,2000,Strategy,SSI  ,Strategic Studies Group  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS2,82.0,3.7,2005,Role-Playing,Atlus  ,Atlus Co.  ,8.1,,0.04,0.03,0.0,0.01,0.08,0.16
X360,82.0,8.2,2011,Shooter,Microsoft Studios  ,343 Industries  ,8.0,,1.44,0.71,0.04,0.22,2.41,4.82
DS,82.0,7.5,2008,Platform,Atari  ,SilverBirch Studios  ,,,0.06,0.0,0.0,0.0,0.07,0.13
PS4,82.0,8.0,2014,Role-Playing,Ubisoft  ,Ubisoft Montreal  ,,,0.0,0.01,0.04,0.0,0.05,0.1
X360,82.0,8.0,2013,Action,Konami Digital Entertainment  ,PlatinumGames  ,,,0.3,0.15,0.0,0.05,0.5,1.0
PS2,82.0,7.4,2005,Sports,2K Sports  ,Kush Games  ,,,0.72,0.56,0.0,0.19,1.48,2.95
PSP,82.0,8.7,2005,Shooter,Sony Computer Entertainment  ,Zipper Interactive  ,7.9,,1.03,0.0,0.01,0.08,1.12,2.24
PSP,82.0,8.6,2010,Role-Playing,Square Enix  ,Square Enix  ,7.9,,0.63,0.42,0.75,0.27,2.08,4.15
PS4,82.0,7.9,2016,Action-Adventure,Sony Interactive Entertainment  ,SIE Japan Studio  ,7.9,,0.4,0.58,0.13,0.19,1.29,2.59
X360,82.0,7.1,2012,Sports,Konami Digital Entertainment  ,Konami  ,,,0.08,0.2,0.0,0.03,0.3,0.6100000000000001
PC,82.0,7.7,2015,Adventure,Wadjet Eye Games  ,Wadjet Eye Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
Wii,82.0,7.4,2008,Sports,EA Sports  ,EA Tiburon  ,,,0.77,0.01,0.0,0.06,0.84,1.6800000000000002
PS2,82.0,6.2,2004,Role-Playing,Atlus  ,Atlus Co.  ,8.0,,0.07,0.05,0.25,0.02,0.38,0.77
PC,82.0,5.7,2012,MMO,Blizzard Entertainment  ,Blizzard Entertainment  ,,,0.84,0.76,0.0,0.2,1.81,3.6100000000000003
PS3,82.0,7.9,2009,Misc,Crave Entertainment  ,FarSight Studios  ,,,0.2,0.0,0.0,0.02,0.22,0.44
XOne,82.0,6.3,2020,Racing,Milestone S.r.l.  ,Milestone S.r.l.  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,82.0,4.5,2014,Sports,EA Sports  ,EA Canada  ,7.0,,0.0,0.28,0.0,0.02,0.3,0.6000000000000001
PC,82.0,8.6,2010,Role-Playing,Carpe Fulgur  ,EasyGameStation  ,8.3,,0.0,0.0,0.0,0.0,0.0,0.0
X360,82.0,7.4,2007,Strategy,Electronic Arts  ,EA Los Angeles  ,7.6,,0.35,0.04,0.0,0.03,0.42,0.8399999999999999
PSP,82.0,7.9,2007,Strategy,2K Games  ,Full Fat  ,8.5,,0.16,0.01,0.0,0.02,0.2,0.39
GBA,82.0,8.5,2005,Simulation,Natsume  ,TOSE Software  ,8.0,,0.14,0.05,0.0,0.0,0.2,0.39
PS2,82.0,8.6,2004,Racing,Electronic Arts  ,EA Black Box  ,8.3,,2.71,3.02,0.08,1.09,6.9,13.8
PC,82.0,4.8,2017,Racing,Microsoft Studios  ,Turn 10 Studios  ,8.1,,0.0,0.0,0.0,0.0,0.0,0.0
PSP,82.0,7.4,2010,Fighting,Aksys Games  ,Arc System Works  ,7.9,8.4,0.07,0.01,0.03,0.01,0.11,0.22999999999999998
NS,82.0,8.3,2018,Platform,Inti Creates  ,Inti Creates  ,,,0.0,0.0,0.0,0.0,0.0,0.0
XOne,82.0,6.0,2019,Role-Playing,505 Games  ,Lab Zero Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
X360,82.0,6.1,2010,Role-Playing,Square Enix  ,Square Enix  ,8.1,,1.3,0.67,0.01,0.21,2.19,4.380000000000001
PS3,82.0,8.3,2008,Racing,Rockstar Games  ,Rockstar San Diego  ,8.3,,1.59,0.54,0.05,0.33,2.5,5.01
NS,82.0,8.3,2018,Platform,Galaxy Trail  ,Galaxy Trail  ,,9.0,0.0,0.0,0.0,0.0,0.0,0.0
PC,82.0,8.0,2014,Adventure,The Astronauts  ,The Astronauts  ,8.7,,0.0,0.0,0.0,0.0,0.0,0.0
PS3,82.0,8.2,2013,Misc,Ubisoft  ,Unknown  ,,,0.0,0.0,0.0,0.0,0.0,0.0
DS,82.0,8.2,2008,Role-Playing,Atlus  ,Atlus Co. / Lancarse  ,8.4,,0.09,0.0,0.16,0.01,0.26,0.52
PS2,82.0,7.8,2008,Sports,Konami  ,Konami  ,8.2,,0.05,0.0,0.64,2.93,3.63,7.25
PC,82.0,8.8,1997,Shooter,GT Interactive  ,Monolith Productions  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,82.0,8.3,2019,Role-Playing,11 bit studios  ,Dead Mage Studio  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS4,82.0,8.6,2019,Role-Playing,NIS America  ,Nihon Falcom Corporation  ,7.0,,0.0,0.0,0.13,0.0,0.13,0.26
NS,82.0,7.9,2020,Role-Playing,DotEmu  ,Falcom  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,82.0,6.9,2008,Strategy,Electronic Arts  ,EA Los Angeles  ,8.2,,0.01,0.64,0.0,0.02,0.66,1.33
NS,82.0,8.3,2017,Adventure,Terrible Toybox  ,Terrible Toybox  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS2,82.0,7.0,2008,Sports,Electronic Arts  ,EA Canada  ,,,0.38,0.07,0.01,1.82,2.28,4.5600000000000005
PS2,82.0,8.8,2003,Sports,EA Sports  ,NuFX  ,,,0.5,0.39,0.0,0.13,1.03,2.05
XB,82.0,7.2,2002,Sports,EA Sports  ,EA Canada  ,,,0.31,0.04,0.0,0.01,0.36,0.72
PC,82.0,8.5,2002,Adventure,The Adventure Company  ,Microids  ,8.0,,0.0,0.02,0.0,0.0,0.03,0.05
PC,50.0,7.1,2002,Adventure,The Adventure Company  ,Microids  ,8.0,,0.0,0.02,0.0,0.0,0.03,0.05
PC,82.0,7.1,2000,Sports,Interplay  ,Celeris  ,,,0.0,0.0,0.0,0.0,0.0,0.0
XOne,82.0,7.0,2019,Shooter,Deep Silver  ,4a-games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
XB,82.0,8.0,2003,Shooter,VU Games  ,Swingin' Ape Studios  ,,,0.13,0.04,0.0,0.01,0.17,0.35000000000000003
PS4,82.0,6.2,2018,Sports,Sony Interactive Entertainment  ,SIE San Diego Studio  ,,,0.86,0.0,0.0,0.2,1.06,2.12
PC,82.0,8.6,2009,Simulation,Take-Two Interactive  ,Eagle Dynamics  ,,,0.0,0.0,0.0,0.0,0.0,0.0
X360,82.0,7.6,2007,Sports,EA Sports  ,EA Canada  ,,,0.31,0.89,0.01,0.14,1.35,2.7
Wii,82.0,8.1,2009,Sports,Konami  ,Konami  ,8.1,,0.12,0.27,0.06,0.05,0.51,1.01
PS3,82.0,8.4,2010,Racing,Sony Computer Entertainment  ,United Front Games  ,8.1,,0.5,0.4,0.06,0.16,1.13,2.25
PSV,82.0,8.5,2014,Role-Playing,Sony Computer Entertainment  ,SCE Japan Studio  ,,,0.0,0.08,0.12,0.02,0.23,0.45
PC,82.0,8.5,2009,Strategy,1C Company  ,Katauri Interactive  ,,,0.0,0.01,0.0,0.0,0.01,0.02
PS4,82.0,8.5,2020,Role-Playing,Bandai Namco Entertainment  ,Bandai Namco Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,82.0,7.7,2021,Role-Playing,Capcom  ,Capcom  ,,,0.0,0.0,0.0,0.0,0.0,0.0
NS,82.0,2.6,2019,Role-Playing,Versus Evil  ,Obsidian Entertainment  ,,,0.0,0.0,0.0,0.0,0.0,0.0
NS,82.0,7.8,2018,Puzzle,Two Tribes  ,Two Tribes  ,,,0.0,0.0,0.0,0.0,0.0,0.0
XOne,82.0,7.7,2014,Shooter,Ubisoft  ,Ubisoft Montreal  ,8.5,,0.85,0.68,0.02,0.14,1.68,3.37
X360,82.0,7.8,2010,Action,Namco Bandai  ,Ninja Theory  ,8.0,,0.3,0.19,0.0,0.05,0.54,1.08
PC,82.0,6.9,2019,Shooter,Microsoft Studios  ,The Coalition  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,82.0,7.3,2008,Adventure,Telltale Games  ,Telltale Games  ,8.5,,0.0,0.0,0.0,0.0,0.0,0.0
NS,82.0,7.6,2020,Party,Nintendo  ,Nintendo  ,,,0.0,0.0,0.0,0.0,0.0,0.0
X360,82.0,7.5,2009,Strategy,Microsoft Game Studios  ,Ensemble Studios  ,8.1,8.5,1.58,0.8,0.04,0.25,2.67,5.34
PC,82.0,6.0,2019,Strategy,Chucklefish  ,Chucklefish  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,82.0,8.5,2004,Shooter,NovaLogic  ,NovaLogic  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,82.0,7.2,2020,Action,Xseed Games  ,Edelweiss  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS3,82.0,8.1,2008,Racing,Sony Computer Entertainment  ,Evolution Studios  ,8.0,8.7,0.43,0.66,0.02,0.25,1.36,2.72
PC,82.0,7.3,2006,Racing,TopWare  ,Techland  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,82.0,8.1,2006,Shooter,2K Games  ,Human Head Studios  ,8.5,,0.0,0.04,0.0,0.0,0.04,0.08
PS4,82.0,2.7,2018,Sports,2K Sports  ,Visual Concepts  ,,,1.69,0.44,0.03,0.47,2.63,5.26
X360,82.0,6.4,2012,Sports,EA Sports  ,EA Canada  ,,,0.38,0.26,0.0,0.06,0.71,1.41
NS,82.0,7.6,2018,Platform,Xseed Games  ,WayForward Technologies  ,,,0.09,0.01,0.01,0.01,0.12,0.24
NS,82.0,8.1,2018,Role-Playing,Wired Productions  ,Haemimont Games  ,,,0.06,0.0,0.0,0.01,0.06,0.13
NS,82.0,7.4,2020,Platform,Yacht Club Games  ,Mechanical Head Studios  ,,,0.0,0.0,0.0,0.0,0.0,0.0
WiiU,82.0,7.6,2015,Action,Simogo  ,Simogo  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS3,82.0,8.2,2011,Misc,THQ  ,"Jellyvision, Inc.  ",8.2,,0.16,0.0,0.0,0.02,0.18,0.36
PS2,82.0,8.1,2002,Action,Electronic Arts  ,Stormfront Studios  ,8.3,,1.94,1.95,0.08,0.7,4.67,9.34
PC,82.0,7.7,2002,Strategy,Strategy First  ,Haemimont Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS2,82.0,8.4,2001,Racing,Sony Computer Entertainment  ,Rainbow Studios  ,8.4,,2.07,0.26,0.0,0.08,2.41,4.82
PS,82.0,9.2,1999,Role-Playing,Konami  ,Konami  ,8.5,,0.15,0.1,0.38,0.04,0.68,1.35
GBA,82.0,8.0,2001,Fighting,Capcom  ,Capcom  ,8.2,,0.09,0.03,0.08,0.0,0.21,0.41000000000000003
X360,82.0,7.6,2013,Action-Adventure,Ubisoft  ,Ubisoft Toronto  ,8.4,,0.57,0.33,0.01,0.09,1.0,2.0
NS,82.0,7.9,2019,Platform,Electronic Arts  ,ColdWood Interactive  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS4,82.0,6.5,2017,Fighting,Namco Bandai Games  ,Namco Bandai Games  ,,,0.6,0.72,0.12,0.26,1.7,3.4
PC,82.0,8.5,2013,Shooter,Deep Silver  ,4a-games  ,,,0.06,0.12,0.0,0.01,0.19,0.38
PS3,82.0,5.8,2011,Sports,EA Sports  ,EA Tiburon  ,7.7,,0.78,0.0,0.0,0.06,0.83,1.67
PC,82.0,7.7,2014,Fighting,Unknown  ,Unknown  ,,,0.0,0.0,0.0,0.0,0.0,0.0
DS,82.0,8.3,2007,Puzzle,D3 Publisher  ,1st Playable Productions  ,,,0.28,0.01,0.03,0.02,0.34,0.6800000000000002
PS4,82.0,8.3,2018,Platform,Capcom  ,Capcom  ,,,0.09,0.03,0.03,0.03,0.17,0.35
NS,82.0,7.9,2018,Puzzle,Nintendo  ,Nintendo EPD  ,8.1,,0.31,0.31,0.17,0.06,0.85,1.7000000000000002
XOne,82.0,4.7,2019,Role-Playing,Phoenix Labs  ,Phoenix Labs  ,,,0.0,0.0,0.0,0.0,0.0,0.0
XOne,82.0,4.4,2017,Sports,EA Sports  ,EA Tiburon  ,8.8,,1.63,0.07,0.0,0.2,1.91,3.8099999999999996
PC,82.0,8.3,2012,Adventure,Amanita Design  ,Amanita Design  ,,,0.0,0.02,0.0,0.0,0.03,0.05
PSP,82.0,8.3,2006,Racing,Sega  ,Sumo Digital  ,,,0.03,0.01,0.0,0.0,0.04,0.08
NS,82.0,8.5,2021,Visual Novel,Playism  ,Petit Depotto  ,,,0.0,0.0,0.0,0.0,0.0,0.0
X360,82.0,8.2,2006,Sports,2K Sports  ,Visual Concepts  ,7.9,,0.2,0.0,0.0,0.02,0.21,0.43
X360,82.0,8.1,2011,Puzzle,Atlus  ,Atlus  ,7.9,,0.2,0.06,0.03,0.02,0.31,0.6200000000000001
PC,82.0,5.6,2014,Sports,Konami Digital Entertainment  ,PES Productions  ,,,0.0,0.06,0.0,0.0,0.06,0.12
PS4,82.0,5.6,2014,Sports,EA Sports  ,EA Canada  ,8.1,,0.83,4.49,0.05,0.94,6.32,12.63
PS4,82.0,7.2,2014,Shooter,Double Eleven  ,Double Eleven  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,82.0,8.0,2006,Puzzle,PopCap Games  ,PopCap  ,,,0.0,0.0,0.0,0.0,0.0,0.0
Wii,82.0,8.2,2008,Platform,THQ  ,Blue Tongue  ,8.1,8.0,0.49,0.37,0.0,0.1,0.96,1.92
NS,82.0,8.4,2018,Adventure,Humble Bundle  ,Greg Lobanov  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,82.0,8.6,2004,Strategy,Electronic Arts  ,EA Los Angeles  ,,,0.01,0.06,0.0,0.01,0.07,0.15
PC,82.0,8.8,2006,Action,Eidos Interactive  ,IO Interactive  ,8.0,,0.0,0.03,0.0,0.0,0.03,0.06
DS,82.0,7.8,2008,Fighting,Sega  ,"Treasure Co., Ltd.  ",,,0.12,0.02,0.0,0.01,0.16,0.31
PS4,82.0,6.9,2018,Racing,Electronic Arts  ,Stellar Entertainment  ,8.0,,0.08,0.22,0.01,0.06,0.37,0.74
NS,82.0,7.7,2017,Platform,Two Tribes  ,Two Tribes  ,,,0.0,0.0,0.0,0.0,0.0,0.0
XOne,82.0,7.1,2017,Shooter,Gearbox Software  ,People Can Fly  ,,,0.06,0.01,0.0,0.01,0.08,0.15999999999999998
PC,82.0,8.7,2005,Racing,Electronic Arts  ,EA Canada  ,,,0.02,0.24,0.0,0.02,0.28,0.56
PS3,82.0,7.9,2008,Action,THQ  ,Volition Inc.  ,7.9,,0.88,0.54,0.02,0.24,1.68,3.36
PSV,82.0,7.9,2016,Misc,DrinkBox Studios  ,Unknown  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,82.0,7.0,2020,Platform,Yacht Club Games  ,Mechanical Head Studios  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,82.0,7.3,2019,Role-Playing,1C Entertainment  ,6 Eyes Studio  ,,,0.0,0.0,0.0,0.0,0.0,0.0
NS,82.0,7.9,2017,Action,Nighthawk Interactive  ,Inti Creates  ,,,0.03,0.01,0.01,0.0,0.06,0.11
PC,82.0,5.8,2015,Sports,Devolver Digital  ,Roll7  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,82.0,7.5,2014,MMO,Carbine Studios  ,Carbine Studios  ,,,0.08,0.07,0.0,0.01,0.16,0.32000000000000006
PC,82.0,8.3,2010,Role-Playing,Focus Home Interactive  ,Larian Studios  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,82.0,7.4,2008,Sports,Out of the Park Developments  ,Out of the Park Developments  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,82.0,8.1,2003,Racing,VU Games  ,Radical Entertainment  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS2,82.0,8.5,2002,Sports,Midway Games  ,EA Black Box  ,,,0.14,0.11,0.0,0.04,0.28,0.5700000000000001
DC,82.0,8.5,2000,Simulation,Sega  ,VIVARIUM Inc.  ,8.1,,0.0,0.0,0.52,0.0,0.52,1.04
PC,82.0,8.7,1997,Adventure,Broderbund  ,Smoking Car Productions  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,81.0,7.4,2018,Racing,THQ Nordic  ,Bugbear Entertainment  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS4,81.0,8.5,2019,Action-Adventure,Focus Home Interactive  ,Asobo Studio  ,,,0.0,0.0,0.0,0.0,0.0,0.0
NS,81.0,7.5,2019,Role-Playing,Square Enix  ,Square Enix  ,,9.5,0.0,0.0,0.0,0.0,0.0,0.0
PS3,81.0,8.1,2010,Racing,Activision  ,Bizarre Creations  ,8.3,,0.22,0.37,0.02,0.12,0.72,1.45
PSP,81.0,8.1,2009,Shooter,Sony Computer Entertainment  ,SCEA Bend Studio  ,8.0,7.6,0.27,0.36,0.05,0.22,0.9,1.8
PS3,81.0,8.3,2008,Sports,Sony Computer Entertainment  ,Clap Hanz  ,8.3,,0.31,0.03,0.76,0.04,1.14,2.2800000000000002
3DS,81.0,7.4,2014,Misc,Midway Studios  Austin  ,Unknown  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,81.0,7.6,2005,Shooter,Activision  ,id Software / Raven Software  ,8.1,,0.0,0.02,0.0,0.0,0.02,0.04
PC,81.0,7.3,2014,Misc,"Infocom, Inc.  ",Unknown  ,,,0.0,0.0,0.0,0.0,0.0,0.0
X360,81.0,8.2,2005,Action,Sega  ,Monolith Productions  ,8.2,,0.36,0.02,0.0,0.03,0.41,0.8200000000000001
X360,81.0,7.6,2006,Sports,Activision  ,Neversoft Entertainment  ,8.4,,0.44,0.02,0.0,0.04,0.49,0.99
X360,81.0,6.6,2013,Action,Deep Silver  ,Volition Inc.  ,,,1.01,0.51,0.01,0.15,1.69,3.37
X360,81.0,7.9,2013,Fighting,Warner Bros. Interactive Entertainment  ,NetherRealm Studios  ,,,0.97,0.31,0.0,0.14,1.42,2.84
PC,81.0,6.8,2014,Action,Messhof  ,Messhof  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS4,81.0,7.6,2016,Role-Playing,Bethesda Softworks  ,Bethesda Softworks  ,8.3,,1.24,1.5,0.08,0.54,3.36,6.720000000000001
PC,81.0,6.2,2013,Shooter,Electronic Arts  ,EA DICE  ,,,0.44,0.85,0.0,0.1,1.39,2.7800000000000002
X360,81.0,6.8,2007,Sports,2K Sports  ,Visual Concepts  ,,,0.79,0.0,0.0,0.07,0.85,1.71
XOne,81.0,7.4,2014,Platform,Microsoft Studios  ,Press Play  ,,,0.0,0.0,0.0,0.0,0.0,0.0
XB,81.0,6.8,2006,Sports,EA Sports  ,EA Redwood Shores  ,7.9,,0.13,0.05,0.0,0.01,0.19,0.38
XOne,81.0,7.6,2020,Adventure,Raw Fury  ,Out of the Blue  ,,,0.0,0.0,0.0,0.0,0.0,0.0
NS,81.0,8.2,2019,Music,PM Studios  ,Rayark Inc.  ,,,0.0,0.0,0.0,0.0,0.0,0.0
X360,81.0,6.1,2013,Sports,EA Sports  ,EA Canada  ,,,0.4,0.09,0.0,0.05,0.54,1.08
XOne,81.0,6.5,2017,Fighting,Namco Bandai Games  ,Namco Bandai Games  ,,,0.3,0.23,0.0,0.05,0.58,1.1600000000000001
PS3,81.0,6.6,2007,Sports,2K Sports  ,Visual Concepts  ,,,0.5,0.01,0.0,0.05,0.55,1.11
PC,81.0,8.9,2011,Misc,Unknown  ,Freebird Games  ,8.5,,0.0,0.0,0.0,0.0,0.0,0.0
PS4,81.0,6.0,2014,Sports,EA Sports  ,EA Tiburon  ,,,1.58,0.25,0.0,0.41,2.25,4.49
PC,81.0,7.0,2015,Puzzle,Blendo Games  ,Blendo Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,81.0,7.7,2009,Simulation,Electronic Arts  ,EA Redwood Shores  ,8.2,,0.02,0.18,0.0,0.37,0.57,1.14
PS4,81.0,7.9,2018,Action-Adventure,505 Games  ,Ninja Theory  ,8.3,,0.03,0.01,0.0,0.01,0.05,0.1
PC,81.0,8.1,2004,Shooter,DreamCatcher Interactive  ,People Can Fly  ,,,0.0,0.02,0.0,0.0,0.02,0.04
NS,81.0,8.4,2017,Role-Playing,NIS America  ,Nippon Ichi Software  ,9.0,,0.15,0.11,0.05,0.02,0.34,0.67
PS2,81.0,5.8,2005,Sports,2K Sports  ,Kush Games  ,,,0.21,0.16,0.0,0.05,0.42,0.84
PS4,81.0,7.5,2017,Adventure,NIS America  ,Spike Chunsoft  ,,,0.09,0.05,0.07,0.03,0.25,0.49
PS2,81.0,8.8,2004,Role-Playing,Working Designs  ,Career Soft  ,,,0.06,0.04,0.0,0.01,0.11,0.22
PC,81.0,6.1,2003,Strategy,Matrix Games   ,Panther Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,81.0,7.8,2003,Adventure,Her Interactive  ,Her Interactive  ,,,0.0,0.0,0.0,0.0,0.0,0.0
GBA,81.0,8.7,2001,Shooter,Activision  ,David A. Palmer Productions  ,8.3,,0.1,0.04,0.0,0.0,0.14,0.28
PS2,81.0,8.4,2001,Racing,Infogrames  ,Monster Games Inc.  ,,,0.29,0.23,0.0,0.08,0.6,1.2
3DS,81.0,8.6,2016,Action,Nintendo  ,HAL Laboratory  ,7.7,,0.41,0.22,0.64,0.06,1.32,2.6500000000000004
PC,81.0,5.7,2020,Misc,Gaijin Entertainment  ,Unknown  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PSP,81.0,7.3,2006,Racing,Codemasters  ,Sumo Digital  ,,,0.03,0.0,0.0,0.0,0.03,0.06
X360,81.0,7.6,2006,Action,THQ  ,Volition Inc.  ,8.0,,1.17,0.77,0.02,0.22,2.18,4.36
WiiU,81.0,8.7,2015,Shooter,Nintendo  ,Nintendo EAD  ,8.4,,1.58,1.3,1.56,0.27,4.71,9.419999999999998
PC,81.0,8.9,2007,Strategy,THQ  ,Gas Powered Games  ,8.1,,0.01,0.02,0.0,0.0,0.04,0.07
GBA,81.0,8.8,2006,Platform,Nintendo  ,Game Freak  ,7.9,,0.04,0.01,0.0,0.0,0.05,0.1
PS4,81.0,7.2,2020,Music,NCSoft  ,Harmonix Music Systems  ,,,0.0,0.0,0.0,0.0,0.0,0.0
NS,81.0,8.4,2018,Platform,SMG Studio  ,SMG Studio  ,,,0.0,0.0,0.0,0.0,0.0,0.0
NS,81.0,7.7,2017,Adventure,Night School Studio  ,Night School Studio  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,81.0,7.6,2015,Adventure,Failbetter Games  ,Failbetter Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
